Time_Period,t2m,msl,d2m,si10,tp,ptype,kx,sp,skt,ws_100m,tcc,lcc,mcc,hcc,cbh,z,tcw,tcwv,blh,bld,zust,slhf,ssr,str,tsr,ttr,tisr,z at 1000 hPa,z at 950 hPa,z at 900 hPa,z at 850 hPa,z at 800 hPa,z at 750 hPa,z at 700 hPa,z at 650 hPa,z at 600 hPa,z at 550 hPa,z at 500 hPa,cc at 1000 hPa,cc at 950 hPa,cc at 900 hPa,cc at 850 hPa,cc at 800 hPa,cc at 750 hPa,cc at 700 hPa,cc at 650 hPa,cc at 600 hPa,cc at 550 hPa,cc at 500 hPa,d at 1000 hPa,d at 950 hPa,d at 900 hPa,d at 850 hPa,d at 800 hPa,d at 750 hPa,d at 700 hPa,d at 650 hPa,d at 600 hPa,d at 550 hPa,d at 500 hPa,pv at 1000 hPa,pv at 950 hPa,pv at 900 hPa,pv at 850 hPa,pv at 800 hPa,pv at 750 hPa,pv at 700 hPa,pv at 650 hPa,pv at 600 hPa,pv at 550 hPa,pv at 500 hPa,q at 1000 hPa,q at 950 hPa,q at 900 hPa,q at 850 hPa,q at 800 hPa,q at 750 hPa,q at 700 hPa,q at 650 hPa,q at 600 hPa,q at 550 hPa,q at 500 hPa,r at 1000 hPa,r at 950 hPa,r at 900 hPa,r at 850 hPa,r at 800 hPa,r at 750 hPa,r at 700 hPa,r at 650 hPa,r at 600 hPa,r at 550 hPa,r at 500 hPa,t at 1000 hPa,t at 950 hPa,t at 900 hPa,t at 850 hPa,t at 800 hPa,t at 750 hPa,t at 700 hPa,t at 650 hPa,t at 600 hPa,t at 550 hPa,t at 500 hPa,w at 1000 hPa,w at 950 hPa,w at 900 hPa,w at 850 hPa,w at 800 hPa,w at 750 hPa,w at 700 hPa,w at 650 hPa,w at 600 hPa,w at 550 hPa,w at 500 hPa,vo at 1000 hPa,vo at 950 hPa,vo at 900 hPa,vo at 850 hPa,vo at 800 hPa,vo at 750 hPa,vo at 700 hPa,vo at 650 hPa,vo at 600 hPa,vo at 550 hPa,vo at 500 hPa,BA,LST,NDVI,CEE,CER,CF,COT,CTP,CTT,CWP,AOD_055
Aug-05,291.74255,100630.97,289.235,1.209254,0.010919134,1.0995815,17.454483,78669.59,292.34174,0.798567202,0.6894244,0.47508386,0.30271012,0.413811,426.07455,21735.475,30.885466,30.619835,308.18323,78938.91,0.08078864,-7556353.5,14314552,-3991492.8,24264630,-21029850,37707370,521.4343,4828.2246,9373.936,14170.762,19247.648,24616.389,30305.39,36356.367,42820.87,49761.625,57258.863,0.14231928,0.14326054,0.15403803,0.16570972,0.18321724,0.19893637,0.18500565,0.16594502,0.15643825,0.15333208,0.13041228,4.19E-06,3.20E-06,-1.91E-07,-7.49E-07,8.67E-07,2.56E-06,3.50E-06,5.03E-06,5.35E-06,8.73E-06,9.37E-06,4.91E-07,4.28E-07,3.94E-07,3.23E-07,3.77E-07,4.68E-07,4.78E-07,5.29E-07,5.83E-07,6.36E-07,7.07E-07,0.014170078,0.014045307,0.013753684,0.013192329,0.012209326,0.010906515,0.009413186,0.007863315,0.006400923,0.005004922,0.003516098,85.62634,85.31603,85.75083,85.59358,85.32394,83.33071,79.160545,73.57329,67.66809,61.614735,51.41458,301.54956,298.9872,296.3176,293.6098,290.86398,288.155,285.3472,282.32214,278.9776,275.28732,271.47046,-0.06343893,-0.06610249,-0.08074162,-0.09921088,-0.118607335,-0.12184054,-0.12298028,-0.1250999,-0.117790535,-0.08758206,-0.0449109,6.85E-07,2.60E-06,1.31E-05,2.53E-05,3.17E-05,3.25E-05,3.12E-05,2.80E-05,2.31E-05,1.58E-05,6.02E-06,0,294.7895022,0.579196041,58.56884069,1541.71808,6017.211157,1861.828354,4736.48883,11017.32109,185.188403,0.203605358
Sep-05,289.9136,101171.11,287.1381,1.1861502,0.009727937,1.2638218,18.35332,79044.59,289.85223,0.385120517,0.6330004,0.36596772,0.36046755,0.2853548,897.6868,21735.475,28.98559,28.641663,267.3687,115388.84,0.07049883,-6360955.5,12241772,-4047927.5,20889240,-21166158,33354790,969.8287,5274.682,9814.661,14602.916,19665.793,25014.568,30676.861,36692.414,43111.47,49997.766,57433.336,0.113328315,0.11459902,0.11958773,0.121282004,0.13441265,0.15384978,0.1621329,0.17785203,0.20213667,0.19611257,0.17389873,5.82E-06,5.74E-06,2.63E-06,1.88E-06,1.18E-06,-9.16E-07,-2.39E-06,-3.19E-06,-3.72E-06,-1.03E-06,2.98E-06,1.19E-06,1.03E-06,9.68E-07,7.48E-07,6.43E-07,6.17E-07,5.87E-07,6.39E-07,6.51E-07,5.22E-07,5.35E-07,0.012648352,0.012475083,0.012175885,0.011552919,0.01056545,0.009498298,0.008377245,0.007197245,0.005977327,0.004726216,0.003338047,83.43767,82.67698,82.83091,81.9179,80.84944,80.23244,79.28303,77.31245,74.036476,68.488754,59.06762,301.04282,298.40826,295.6613,292.84912,290.0171,287.0938,283.93692,280.53723,276.89377,273.13605,269.18732,0.03429084,0.034640092,0.026085567,0.015617543,-0.002677343,-0.01753344,-0.049609035,-0.08546103,-0.120415874,-0.15896302,-0.15003416,-3.85E-06,-1.21E-05,-1.55E-05,-1.49E-05,-1.56E-05,-1.80E-05,-1.91E-05,-1.79E-05,-1.45E-05,-9.28E-06,-4.78E-06,0.653972328,293.5254403,0.603118644,66.85913374,1597.378957,6466.208573,2090.63953,4816.084603,11143.59804,224.9470538,0.131675501
Oct-05,285.32812,101665.83,280.41455,1.2249007,0.000907346,1.176421,0.76031494,79304.09,284.75903,0.253968811,0.2163529,0.15778397,0.089971885,0.025022391,1090.5516,21735.475,13.795506,13.75699,321.18588,143541.08,0.065346606,-5780144,14371433,-6742472.5,20544710,-23043220,27719174,1376.2645,5666.379,10180.3,14931.308,19939.262,25218.154,30796.572,36713.516,43017.547,49767.684,57036.965,0.045227785,0.04381589,0.04409827,0.041180346,0.04414533,0.055675827,0.060288027,0.06165286,0.05614646,0.03125,0.014330761,6.14E-06,4.20E-06,2.69E-06,4.78E-06,4.96E-06,4.25E-06,4.47E-06,5.24E-06,4.18E-06,4.38E-06,5.26E-06,4.13E-06,3.55E-06,3.30E-06,2.55E-06,2.07E-06,1.99E-06,1.87E-06,1.76E-06,1.49E-06,8.41E-07,5.71E-07,0.008277623,0.008058159,0.007777677,0.007148362,0.006316965,0.005324777,0.00422559,0.003151078,0.002192853,0.001354063,0.000668216,70.361786,68.23462,67.78193,65.27123,63.04118,60.682217,56.066406,49.26034,40.92463,30.951616,20.810976,298.91092,296.1103,293.16434,290.10233,286.93073,283.5547,280.01318,276.2482,272.238,267.9182,263.16824,0.07525428,0.06720087,0.05381882,0.04896172,0.03123613,0.03981242,0.042850688,0.037016813,0.029838182,0.026299948,0.045743126,1.69E-07,1.81E-06,1.02E-05,1.65E-05,2.01E-05,2.22E-05,2.35E-05,2.54E-05,2.88E-05,3.63E-05,4.14E-05,92.50768898,291.0947278,0.554019877,49.33425859,1598.093755,2441.300637,1473.655874,6844.588296,12765.96329,140.7477786,0.191087648
Nov-05,280.22095,101783.67,272.8423,1.3833103,0.000113706,0.8644402,-12.222094,79293.8,279.50928,0.612540825,0.10872771,0.053661484,0.039606486,0.032836035,1530.2313,21735.475,7.1990614,7.1923666,319.56476,422958.47,0.07122797,-3787631.8,13194407,-8171304,17495090,-22007080,22433274,1469.4021,5743.195,10231.562,14949.345,19915.69,25146.65,30669.078,36519.49,42742.19,49393.492,56545.31,0.021178463,0.018731175,0.018684112,0.018260542,0.018213479,0.01835467,0.01967244,0.02070783,0.020001883,0.014071913,0.007718374,5.88E-06,6.33E-06,7.52E-06,9.40E-06,8.14E-06,6.22E-06,6.33E-06,5.56E-06,1.26E-06,-1.07E-06,1.09E-06,7.77E-06,6.63E-06,6.06E-06,4.56E-06,3.24E-06,2.97E-06,2.70E-06,2.48E-06,1.62E-06,7.72E-07,5.45E-07,0.004884887,0.004695456,0.004402538,0.003824123,0.003130838,0.002524202,0.00191582,0.001421202,0.001102803,0.000805749,0.000554004,56.522602,53.38878,51.35342,46.40474,41.610546,39.24284,35.772438,32.163628,29.807823,27.352371,26.295574,296.4062,293.5832,290.68887,287.707,284.5528,280.99442,277.20212,273.06357,268.58664,263.84824,258.76053,0.14109549,0.12763456,0.11832178,0.12205494,0.09538299,0.09946367,0.095944166,0.08760848,0.056631535,0.021026507,0.014850421,6.72E-06,1.90E-05,2.58E-05,2.67E-05,2.56E-05,2.50E-05,2.70E-05,3.41E-05,4.64E-05,6.41E-05,6.75E-05,39.07853246,288.2560022,0.500678224,44.07647779,1307.910341,1714.481491,1373.120833,6814.363222,12296.17824,109.2761904,0.097389171
Dec-05,276.5336,101836.15,268.94232,1.351575,0.000370554,0.6952875,-17.716433,79250,275.12875,0.245017696,0.17271818,0.05698128,0.080113605,0.08285118,2591.883,21735.475,5.95403,5.938006,250.95341,381125.72,0.064367905,-2514554.8,11106464,-7686893.5,14768251,-21066938,19790922,1508.1372,5765.0747,10225.82,14908.597,19835.266,25024.914,30504.246,36308.465,42481.242,49077.03,56166.44,0.023155121,0.020001883,0.020143073,0.018119352,0.017884037,0.019719504,0.021084337,0.022072665,0.02287274,0.02009601,0.020284262,4.98E-06,5.48E-06,7.13E-06,7.28E-06,5.49E-06,2.73E-06,6.58E-07,-1.54E-06,-5.83E-06,-7.79E-06,-1.55E-06,9.22E-06,8.05E-06,7.48E-06,6.00E-06,4.47E-06,4.14E-06,3.73E-06,3.41E-06,2.62E-06,8.40E-07,5.40E-07,0.004024859,0.00393104,0.003718722,0.003143889,0.00247388,0.001893099,0.001379545,0.001027522,0.000785212,0.000587136,0.000428126,56.382088,53.586033,51.775,45.262047,39.233063,35.727406,31.785862,28.993116,27.225647,25.623526,26.304655,293.49182,290.6873,287.8445,284.99417,282.00247,278.61267,274.911,270.8238,266.38235,261.6065,256.44955,0.18780412,0.17225751,0.16434984,0.1597628,0.12145818,0.11190557,0.07555112,0.03633421,-0.031902876,-0.11353264,-0.1401632,7.22E-06,1.33E-05,7.91E-06,2.70E-06,-9.12E-08,-2.19E-07,3.39E-06,1.20E-05,2.56E-05,4.45E-05,5.66E-05,2.613067375,283.9983403,0.462869864,47.07637336,1285.101947,2623.249969,2632.86597,6490.635721,11697.59021,218.6739164,0.097644574
Jan-06,276.22958,101852.93,268.98682,1.4990665,0.002440648,1.2371517,-11.020372,79236.83,273.40494,0.304590175,0.47022504,0.1364235,0.2500627,0.32495227,3977.7898,21735.475,7.047759,6.919222,202.0747,996342.75,0.067623675,-2500524,9136134,-5945454.5,13267154,-18985454,21271922,1519.3339,5775.965,10238.895,14924.837,19853.314,25041.787,30515.977,36310.81,42471.164,49054.426,56137.734,0.065182604,0.06414721,0.06414721,0.06395896,0.065182604,0.069088854,0.07435994,0.07930158,0.08245482,0.07911333,0.09723268,4.55E-06,7.98E-06,9.35E-06,8.14E-06,4.33E-06,9.35E-07,-2.57E-06,-8.11E-06,-1.70E-05,-2.04E-05,-6.40E-06,1.16E-05,1.07E-05,1.01E-05,8.50E-06,6.71E-06,6.29E-06,5.78E-06,5.15E-06,4.10E-06,1.20E-06,6.53E-07,0.004056727,0.003937328,0.00362532,0.003066916,0.002458821,0.002066114,0.001711829,0.001407156,0.001178746,0.000973673,0.000728501,61.27017,58.37274,55.227287,49.11797,43.787792,42.600628,41.474476,40.389973,40.561466,40.346813,41.00025,293.2524,290.52792,287.83652,284.96252,281.86426,278.29395,274.41995,270.19894,265.7494,261.14233,256.34985,0.22867906,0.21706323,0.21446683,0.21062745,0.17064443,0.13967042,0.084911585,0.019029582,-0.104117006,-0.25199133,-0.33758357,1.00E-05,2.07E-05,1.80E-05,1.32E-05,9.83E-06,1.10E-05,1.83E-05,3.25E-05,4.94E-05,7.40E-05,8.38E-05,0.647584594,281.981267,0.427725275,56.36515249,1224.278169,5151.775967,2733.754316,4956.086284,10101.1686,214.2753251,0.135839241
Feb-06,280.85358,101708.484,272.8952,1.5545952,0.000925593,1.170975,-2.3547986,79241.12,279.0694,0.794746309,0.40866897,0.10866078,0.17918323,0.27881688,3716.4512,21735.475,9.421546,9.371313,300.9886,475292.62,0.074389845,-3330505.2,12237368,-6633404,17545672,-20322778,25943916,1407.5146,5687.4053,10185.526,14915.723,19897.162,25144.826,30684.738,36552.06,42791.113,49457.71,56625.01,0.0523814,0.052146085,0.052146085,0.05073419,0.05092244,0.052616715,0.056334715,0.05944089,0.056052335,0.037791792,0.040333208,2.65E-06,4.44E-06,4.33E-06,5.96E-06,6.29E-06,7.28E-06,7.58E-06,4.98E-06,-5.52E-08,-2.54E-06,-4.88E-08,9.93E-06,9.12E-06,8.51E-06,7.39E-06,6.15E-06,5.80E-06,5.41E-06,4.80E-06,3.76E-06,1.10E-06,5.24E-07,0.00504047,0.004937099,0.004706151,0.004222264,0.003550167,0.002967155,0.002406422,0.001935507,0.001573281,0.001256055,0.000909182,57.594337,55.570038,54.280373,51.02435,47.15862,45.50538,43.74423,41.999023,41.112286,40.38052,41.31009,297.3147,294.4946,291.60843,288.5564,285.3822,281.83096,277.96603,273.70728,269.16562,264.38278,259.208,0.19256002,0.18350725,0.18072967,0.18426238,0.16198303,0.16426098,0.17857453,0.17996088,0.14781167,0.093014084,0.07140645,9.72E-06,2.46E-05,3.32E-05,3.56E-05,3.67E-05,3.93E-05,4.38E-05,5.04E-05,5.70E-05,6.64E-05,6.09E-05,21.35194256,288.5864088,0.41114977,51.90371804,1427.036027,4209.0537,1346.931335,5597.267529,10973.29011,121.170898,0.222788266
Mar-06,280.90182,101556.984,273.01636,1.4948933,0.002711721,1.3230834,1.7014669,79077.62,279.13483,0.224174808,0.42938945,0.15321884,0.25983274,0.2584543,2507.9446,21735.475,9.942383,9.823725,378.92697,244742.23,0.07412775,-4473313,13857024,-6601829,20517882,-19924468,31743658,1283.256,5561.664,10054.844,14774.325,19737.182,24958.346,30464.2,36292.43,42489.867,49112.45,56231.52,0.05831137,0.058358435,0.059582077,0.058829065,0.059676204,0.066923946,0.07657191,0.08061935,0.08532568,0.076148346,0.0799134,3.90E-06,5.96E-06,4.20E-06,3.57E-06,2.82E-06,9.90E-07,-8.57E-07,-3.67E-06,-6.51E-06,-6.94E-06,-2.61E-07,8.30E-06,7.59E-06,7.19E-06,6.42E-06,5.55E-06,5.30E-06,5.02E-06,4.62E-06,3.81E-06,1.11E-06,5.60E-07,0.004913768,0.004755348,0.004585811,0.004250181,0.003780054,0.003335365,0.002778177,0.002193208,0.001677546,0.001259611,0.00085923,57.960983,56.094715,55.514656,54.149303,53.072926,54.159008,54.0593,51.910526,49.07974,45.79994,43.625355,296.52368,293.64853,290.64368,287.3508,283.8515,280.01978,275.9742,271.77985,267.35297,262.61172,257.43057,0.15714787,0.15622199,0.15582308,0.1547308,0.12834257,0.115822814,0.10088594,0.065917306,-0.011483847,-0.08962828,-0.11514282,6.54E-06,1.30E-05,1.44E-05,1.19E-05,9.39E-06,9.69E-06,1.32E-05,1.93E-05,2.56E-05,3.67E-05,4.52E-05,14.6600928,290.5429381,0.387502891,54.08149538,1491.704686,4254.133708,1752.198221,5360.684133,10695.02302,167.2814247,0.210271228
Apr-06,285.47925,101268.56,276.09985,1.6603845,0.002570623,1.1206864,4.510335,78959.44,284.0362,0.458225122,0.38410264,0.10949266,0.16403235,0.2673479,3204.7349,21735.475,11.196309,11.121275,532.7867,336401.34,0.08583399,-5825268,17009614,-7435087.5,24869320,-20871458,36806904,1047.9352,5349.825,9880.169,14648.512,19672.627,24961.107,30537.59,36438.83,42713.254,49419.652,56630.902,0.045510165,0.045510165,0.045510165,0.045180723,0.04499247,0.047110315,0.05167545,0.057181854,0.05948795,0.049792923,0.039886106,5.65E-06,8.26E-06,3.47E-06,-1.70E-07,-1.09E-06,3.89E-08,9.85E-07,-6.64E-07,-3.33E-06,-4.17E-06,1.49E-06,6.85E-06,6.21E-06,5.85E-06,5.08E-06,4.29E-06,4.09E-06,3.90E-06,3.62E-06,3.08E-06,9.80E-07,5.47E-07,0.005466787,0.005290344,0.005105382,0.00481559,0.004372944,0.004000002,0.003492723,0.002854703,0.0021924,0.001592112,0.001015683,51.872124,50.39391,49.538685,48.582043,47.92404,50.00207,51.67128,51.084984,48.26697,43.56514,38.766056,300.64468,297.77847,294.79153,291.44357,287.8618,283.87848,279.60867,275.19937,270.65567,265.94815,260.78287,0.13641109,0.14071436,0.14092359,0.12642793,0.087122515,0.05790175,0.050610047,0.039987206,-0.010152346,-0.07068193,-0.08648038,2.20E-06,4.20E-06,1.16E-05,1.92E-05,2.85E-05,3.71E-05,4.29E-05,4.60E-05,4.69E-05,4.96E-05,4.90E-05,114.9472914,295.4427113,0.368034376,49.95397402,1479.393889,4040.319328,1566.755537,4858.709834,10512.12093,146.2912903,0.270253521
May-06,289.39194,100998.984,283.78357,1.4324687,0.00397974,1.0982239,14.094262,78883.21,289.52936,0.175002301,0.4301895,0.225335,0.15074323,0.21170579,1626.1178,21735.475,21.828718,21.72861,427.4672,125380.91,0.081502505,-6715761.5,17709180,-5920574,27265764,-21932534,39886316,826.5382,5137.34,9684.966,14479.841,19546.168,24893.557,30547.148,36544.52,42934.23,49779.855,57157.824,0.06259412,0.06259412,0.06273532,0.06555911,0.081137046,0.09793863,0.090973265,0.08217244,0.077371985,0.055487577,0.031155873,4.65E-06,5.58E-06,-1.22E-06,-5.44E-06,-4.32E-06,4.57E-07,3.87E-06,5.38E-06,6.12E-06,7.32E-06,4.40E-06,3.25E-06,3.09E-06,3.06E-06,2.83E-06,2.55E-06,2.57E-06,2.52E-06,2.40E-06,1.96E-06,9.95E-07,6.75E-07,0.01013941,0.010024714,0.00989145,0.009652491,0.009048477,0.008012111,0.006652407,0.005344383,0.004144307,0.002971617,0.001824729,67.986176,67.49222,68.04498,69.279274,70.47253,70.20054,67.1885,63.356163,57.92821,49.193413,39.11113,302.0218,299.3295,296.4647,293.38785,290.2468,286.9946,283.50067,279.6963,275.6887,271.5748,266.99246,0.063826375,0.06767196,0.059175927,0.029842826,-0.017318541,-0.038742468,-0.03312275,-0.021128194,-0.01363421,-0.007457101,0.016820496,-7.72E-06,-1.58E-05,-1.28E-05,8.81E-07,2.07E-05,3.90E-05,5.00E-05,5.48E-05,5.42E-05,4.71E-05,3.59E-05,25.68056622,297.3091509,0.457832108,59.65481265,1299.499556,4642.017678,1900.58578,5257.539227,11534.21788,153.6386582,0.329589069
Jun-06,291.01337,100774.48,285.3305,1.4144425,0.005744222,1.1087132,14.683829,78737.24,291.76187,0.425756734,0.47273016,0.26418057,0.227442,0.21002711,1509.5294,21735.475,23.405594,23.235966,481.72055,129223.58,0.08582838,-8381770,18782646,-5971351,29102352,-22308208,40967870,639.99335,4955.2095,9509.661,14313.458,19392.299,24752.729,30418.56,36429.46,42835.332,49699.11,57100.98,0.08664345,0.08697289,0.09007907,0.09417357,0.103162654,0.10998682,0.107445404,0.10833961,0.11177523,0.09939759,0.084102035,5.34E-06,4.67E-06,1.96E-06,2.61E-06,4.36E-06,5.25E-06,5.20E-06,3.88E-06,1.71E-06,2.11E-06,1.97E-06,1.35E-06,1.14E-06,9.51E-07,6.31E-07,3.30E-07,3.44E-07,3.72E-07,4.27E-07,5.14E-07,5.71E-07,6.99E-07,0.010772687,0.010603163,0.01033758,0.009900487,0.009155515,0.008347864,0.007302685,0.006083738,0.004895582,0.003827359,0.002720703,68.44258,67.66902,67.55131,67.50467,67.74151,69.191864,69.14668,66.753685,63.11947,58.8638,52.26248,302.75333,300.0937,297.29538,294.28986,291.10345,287.68292,284.07837,280.32642,276.33472,272.20126,267.91928,-0.01678816,-0.018829817,-0.031854838,-0.04262513,-0.059578013,-0.05682604,-0.04173244,-0.03937309,-0.047955893,-0.06607045,-0.05224261,-2.06E-06,-5.09E-06,-3.45E-07,7.04E-06,1.26E-05,1.57E-05,1.74E-05,1.88E-05,1.96E-05,2.09E-05,2.09E-05,5.147303656,297.2721637,0.490615243,60.23274075,1522.055255,5532.1987,1977.515174,4839.946116,11262.22655,200.1579017,0.320629231
Jul-06,292.46716,100528.336,290.20148,1.1516328,0.012773628,1.0582393,23.634956,78610.12,292.87424,0.738802585,0.86152834,0.4970227,0.4543161,0.644311,510.15225,21735.475,37.849525,37.49172,289.0316,63070.035,0.078083195,-6731299.5,12353351,-3116744.8,23316504,-18542150,40265704,435.60806,4746.0127,9297.258,14101.12,19188.412,24571.693,30278.172,36349.27,42836.914,49803.5,57330.332,0.14994353,0.15144955,0.16137989,0.17041604,0.20091303,0.21724397,0.2090079,0.19554782,0.19262989,0.22628012,0.22133848,5.33E-06,4.07E-06,4.97E-07,1.85E-07,1.38E-06,1.39E-06,9.35E-07,1.18E-06,2.55E-06,6.26E-06,6.46E-06,1.14E-08,-6.30E-09,4.05E-08,2.60E-08,8.34E-08,1.50E-07,1.80E-07,2.76E-07,3.56E-07,4.72E-07,5.53E-07,0.015023638,0.014900535,0.014605866,0.01413716,0.013272392,0.012080759,0.010813249,0.009502104,0.008173599,0.006901471,0.005491388,87.09076,86.86919,87.340706,87.85615,88.458595,87.51203,86.03156,84.05644,82.09061,81.789444,77.37608,302.07953,299.54755,296.8902,294.1747,291.4741,288.85547,286.07077,283.0647,279.7331,276.01065,272.2923,-0.06095459,-0.061214413,-0.072600216,-0.088439584,-0.10232328,-0.103793584,-0.1125845,-0.1280566,-0.13383645,-0.109225884,-0.08388558,-7.64E-06,-1.69E-05,-2.04E-05,-1.72E-05,-1.41E-05,-1.30E-05,-1.27E-05,-1.08E-05,-8.27E-06,-7.35E-06,-1.36E-05,0,295.1245818,0.503285493,70.14079952,1609.614392,8086.556189,1911.412765,3940.380526,10381.36652,203.0596928,0.177481485
Aug-06,291.9311,100810.56,289.17874,1.123682,0.008922232,1.0536815,22.443922,78805.84,292.2032,0.567180937,0.8194979,0.42000073,0.36333108,0.604649,725.2131,21735.475,34.300385,34.049976,291.7926,58451.492,0.07453449,-7226325,13203123,-3598095.5,23311496,-19176950,37733316,670.809,4980.958,9530.181,14329.985,19409.596,24779.75,30467.855,36515.062,42972.41,49903.754,57392.363,0.1429311,0.14358999,0.14937876,0.1593091,0.17601657,0.17851092,0.16895708,0.1598268,0.16627447,0.20288968,0.19112387,6.10E-06,5.60E-06,1.38E-06,1.66E-06,2.72E-06,1.12E-06,-5.50E-07,-8.70E-07,5.89E-07,5.50E-06,8.46E-06,3.50E-07,2.84E-07,2.58E-07,1.13E-07,6.55E-08,1.01E-07,1.10E-07,2.11E-07,3.13E-07,4.57E-07,5.61E-07,0.014120637,0.013946321,0.01366853,0.013163607,0.012187619,0.010880472,0.009572313,0.008322024,0.007172913,0.006140308,0.004932832,85.10041,84.5124,85.05836,85.40698,85.27988,83.64089,81.666725,79.73275,78.640686,79.34824,76.2016,301.8868,299.31113,296.5767,293.77606,290.97815,288.18552,285.213,282.00345,278.49048,274.734,270.9645,-0.045790203,-0.04495523,-0.05265645,-0.065939486,-0.080305375,-0.07763357,-0.091465965,-0.116174236,-0.13056722,-0.116561376,-0.08797983,-6.08E-06,-1.38E-05,-1.73E-05,-1.89E-05,-2.02E-05,-2.15E-05,-1.92E-05,-1.43E-05,-8.69E-06,-6.19E-06,-1.16E-05,0,294.3796985,0.595873838,68.3881164,1612.152543,8023.234994,1841.248,4154.448279,10484.32787,200.4106641,0.158118603
Sep-06,289.97034,101199.62,286.53018,1.2727524,0.004240978,1.1284474,11.918785,79062.09,290.08383,0.467571624,0.42929518,0.29759622,0.17422816,0.1330173,828.6372,21735.475,23.807465,23.680809,330.00443,123933.64,0.07712407,-7548707.5,15364637,-5304002.5,23689376,-22902568,33394442,993.43365,5298.1553,9837.374,14623.741,19683.057,25026.713,30683.037,36691.62,43101.74,49975.797,57391.344,0.09332643,0.093232304,0.09633848,0.10283321,0.116057985,0.12085843,0.11412839,0.106362954,0.10193901,0.07845444,0.054358058,5.28E-06,4.29E-06,2.08E-06,3.64E-06,4.83E-06,4.85E-06,4.11E-06,3.05E-06,1.68E-06,2.85E-06,2.95E-06,1.39E-06,1.21E-06,1.12E-06,8.42E-07,6.66E-07,6.70E-07,6.31E-07,6.42E-07,6.43E-07,5.59E-07,5.69E-07,0.011958295,0.011794964,0.011557561,0.010975088,0.009969368,0.008673932,0.007227696,0.005834695,0.004564273,0.003325224,0.002124564,79.330414,78.54385,79.08065,78.49047,77.19499,74.42086,69.56391,63.806377,57.368004,48.822414,38.47657,301.00684,298.3629,295.57117,292.7005,289.8252,286.90424,283.79022,280.38074,276.6856,272.75977,268.48294,0.01250654,0.009217676,-0.003521758,-0.008533282,-0.02177559,-0.011193126,-0.010013281,-0.018995112,-0.032866936,-0.04414214,-0.02565678,-1.77E-06,-4.14E-06,8.20E-07,4.79E-06,5.62E-06,4.91E-06,4.25E-06,3.41E-06,4.10E-06,7.79E-06,9.15E-06,0.436123484,294.6954892,0.598013417,58.56547208,1532.623867,4214.217295,1958.33397,5966.874055,12374.16652,189.8545449,0.157650672
Oct-06,285.21155,101754.84,279.94955,1.3268659,0.00080065,0.9792819,4.9740195,79382.78,285.08847,0.221776828,0.2630412,0.11228502,0.103100695,0.13223274,2244.2356,21735.475,13.671579,13.637978,354.5972,108793.71,0.07023739,-5601284,14712419,-7076380,20848146,-22381494,27764328,1449.2786,5744.514,10265.235,15023.434,20037.668,25320.373,30900.312,36818.156,43122.78,49872.73,57137.867,0.037556477,0.03717997,0.03717997,0.036238704,0.03600339,0.040144954,0.04903991,0.0546875,0.051393073,0.029414533,0.017719315,5.10E-06,4.59E-06,2.00E-06,2.52E-06,2.88E-06,3.00E-06,3.14E-06,3.75E-06,3.54E-06,4.61E-06,4.38E-06,4.92E-06,4.14E-06,3.75E-06,2.81E-06,2.26E-06,2.18E-06,2.09E-06,1.94E-06,1.37E-06,6.97E-07,5.26E-07,0.007718072,0.007462802,0.007243196,0.00678512,0.00611497,0.005248517,0.004171117,0.003154253,0.002280624,0.001495672,0.000859795,65.60653,63.11442,62.53222,61.083725,60.38039,59.721672,55.93281,50.20023,43.64668,35.77356,28.896658,299.53772,296.7435,293.76382,290.5857,287.24295,283.69104,280.0649,276.27893,272.23975,267.8403,262.87485,0.099129565,0.09290812,0.079033084,0.06760771,0.04159454,0.041285962,0.04462557,0.0360957,0.024037741,0.024351062,0.045538295,1.35E-06,5.51E-06,1.41E-05,1.80E-05,2.03E-05,2.28E-05,2.51E-05,2.69E-05,2.86E-05,3.16E-05,3.31E-05,22.82475513,292.6099857,0.530579912,49.43307447,1625.644074,2905.094854,1633.450667,6192.448971,12080.42354,161.246739,0.183223152
